id	gasoil	sp95	sp95e10	sp98	gpl	brand	name	address
20147001								
20150003	1.450	1.650				        VITO	        Station Vito Porto	Route de Piana 20150 PORTO
20156001								
20160001								
20166002	1.400	1.560	1.630			        Total	        M. MELO NUNES José	Station TOTAL - Relais du Rupione 20166 PIETROSELLA
20166004	1.389	1.559				        BP	        RELAIS BENISTA CARBURANT	CTRE COMMERCIAL BENISTA 20166 GROSSETO-PRUGNA
20166005	1.385	1.549				        VITO	        Station Vito - Veta Distribution	Relais de la Tour 20166 PORTICCIO
20166006								
20167002	1.390	1.550				        Total	        SARL PIETRI ET FILS	Station TOTAL BALEONE - RN 193 20167 BALEONE
20167003								
20167004								
20167005	1.400	1.570				        BP	        Station BP Martinetti La Rocade	RD 31 lieu dit Manicola Vecchia 20090 AJACCIO
20167006	1.395	1.565				        Indépendant sans enseigne	        RELAIS ACQUALONGA  ESSO	RN 194 20167 MEZZAVIA
20167008	1.389	1.558				        VITO	        Relais U culombu 2	gare de Mezzana 20167 SAROLLA CARCOPINO
20167010								
20169001	1.430	1.590				        Total	        SARL GAZANO J.	Avenue Sylvère Bohn 20169 BONIFACIO
20169002								
20170001	1.450	1.620				        Total	        SARL CESARI	Allée des Chênes 20170 LEVIE
20189001	1.389	1.556				        BP	        SARL PAOLETTI PRODUITS PETROLIERS	La Rocade Finosello 20000 AJACCIO
20189002	1.450	1.610				        Indépendant sans enseigne	        AJACCIO AUTOMOBILES SA	VIGNETTA ROUTE DE CAMPO DELL#039;ORO BP580 20090 AJACCIO
20200001								
20200002								
20200006	1.410	1.570				        Indépendant sans enseigne	        ETS FERRARI	37 ROUTE DU CAP 20200 SAN-MARTINO-DI-LOTA
20200008	1.410	1.570				        Esso	        SARL MILANI CLAUDE - ESSO NOUVEAU PORT	21 Rue Commandant Lucé de Casabianca 20200 BASTIA
20213003	1.370	1.530				        Total	        Station TOTAL GIOVANNONI	Station TOTAL - RN 198 - FOLELLI 20213 PENTA-DI-CASINCA
20213004	1.370	1.530				        VITO	        Station SARL AGC	RN 198 20213 PENTA-DI-CASINCA
20214001	1.440	1.610				        Esso	        STATION SERVICE ESSO CALENZANA	RUE U FONDU 20214 CALENZANA
20215001								
20217001								
20217004	1.380	1.550				        BP	        ETS ORSINI JM	centre de saint florent 20217 SAINT-FLORENT
20217005								
20218001	1.399	1.569				        Indépendant sans enseigne	        STATION ANTONIOTTI SERGE	RTE N 193 20218 PONTE LECCIA
20218004								
20218006								
20218007								
20218008	1.379	1.569				        VITO	        Sarl BRULE	rond point de ponte leccia 20218 PONTE LECCIA
20220001	1.420	1.600				        Total	        SARL STATION GRAZIANI	Avenue Paul Doumer 20220 L&#039;ÎLE-ROUSSE
20220002								
20220003								
20220004	1.410	1.590				        Indépendant sans enseigne	        DYNES - RELAIS PASQUALE PAOLI	9, Place Paoli 20220 L&#039;ILE ROUSSE
20220005								
20221001								
20222001	1.420	1.580				        Esso	        SARL BRANDO SERVICE	CAMPINCA 20222 BRANDO
20224001	1.410	1.570				        Total	        SARL ACQUAVIVA	Station TOTAL 20224 CALACUCCIA
20228001								
20230002								
20230003	1.370	1.530				        VITO	        SARL RELAIS DE TAVAGNA	STATION LUISI Freres 20230 POGGIO MEZZANA
20230005								
20230006								
20230008	1.360	1.530				        VITO	        Station du Phare	Rn 198 Alistro 20230 SAN-GIULIANO
20235001	1.410	1.560				        Total	        SARL GATT ET FILS	Ponte Novu 20235 CASTELLO-DI-ROSTINO
20240001								
20240002								
20240003								
20240004	1.370	1.540				        Esso	        ESSO SERVICES BENASSI	1680 avenue du 9 Septembre - Lotissement Feminiccia - RN 198 20240 GHISONACCIA
20240005	1.390	1.560				        BP	        STATION BP BIANCARELLI	RN 198 20240 GHISONACCIA
20243001								
20250001								
20250002	1.490	1.630				        BP	        SARL DE L ORTA	Avenue de la République 20250 CORTE
20250003								
20250005								
20250006	1.404	1.575				        Indépendant sans enseigne	        SARL PADC	10 FBG ST ANTOINE 20250 CORTE
20260001	1.460	1.630			1.100	        VITO	        SARL CORSE AUTO SPHERE	RN 197 LIEU-DIT LES PADULES 20260 CALVI
20260002								
20260003								
20260004	1.450	1.630				        BP	        ASTOLFI FRERES	AVENUE CHRISTOPHE COLOMB 20260 CALVI
20270001	1.450	1.620				        VITO	        STATION SERVICE	ROUTE N 198 20270 ALÉRIA
20270002								
20290002								
20290003								
20290006								
20290008								
20290009	1.380	1.570				        VITO	        Sarl agc	rn 193 crucetta 20290 LUCCIANA
20538001								
20600002	1.410	1.570				        VITO	        U NIOLU SARL	556 Avenue de la Libération 20600 BASTIA
20600003	1.410	1.570				        BP	        Ets Marcel Ferrari	RN 193 20600 FURIANI
20600004	1.410	1.580				        Total	        SARL CIAVALDINI STRABONI	Rond Point de Furiani 20600 FURIANI
20600005								
20600006	1.410	1.570				        Total	        SARL BRUNINI ET FILS	Station TOTAL L#039;Arinella - RN 193 20600 BASTIA
20600007								
20600009	1.420	1.590				        Esso	        SARL STATION DU PRADO	AVENUE DE LA LIBERATION 20600 BASTIA
20600010								
20600011	1.410	1.570			1.000	        VITO	        SARL CAMPOMETA	RN 193 20600 FURIANI
20620001	1.420	1.590				        VITO	        SARL ETS BENAZZI FRERES	Relais du Lancone - RN 193 20620 BIGUGLIA
20620002	1.410	1.570				        Indépendant sans enseigne	        STATION D&#039;ORTALE N°4 ( ESSO)	Route de Rutali 20620 BIGUGLIA
20620004	1.420	1.590				        Esso	        SARL Relais de Biguglia	Lot Arbuceta Rond Point Ceppe 20620 BIGUGLIA
21000001	1.281	1.445	1.429	1.489		        Carrefour	        CARREFOUR DIJON TOISON D OR	Route de Langres 21000 DIJON
21000003	1.398		1.528	1.616	0.880	        Total	        RELAIS DE LA ROCADE	170 Route de Langres 21000 DIJON
21000005	1.410		1.498	1.578		        Total	        RELAIS CHARTREUX	Avenue Albert 1er 21000 DIJON
21000006	1.369	1.545	1.599	1.589		        Avia	        MS SOULIER	8 Place du 30 Octobre et Légion d&#039;Honneur 21000 DIJON
21000009								
21000010	1.281		1.429	1.509		        Esso Express	        ESSO SCHUMANN	5 Boulevard Robert Schuman 21000 DIJON
21000011	1.282		1.429	1.509		        Esso Express	        ESSO BOURROCHES	108 Boulevard des Bourroches 21000 DIJON
21000012	1.281	1.449		1.489	0.789	        Leclerc	        Centre APOLIDIS	7 Rue de Cracovie 21000 DIJON
21000013	1.402	1.563				        Total	        PIRETTI TOTAL	15 Rue de Mayence 21000 DIJON
21000014								
21000016								
21000017								
21000021	1.419		1.579		0.865	        Avia	        RELAIS EPIREY	55 Boulevard des Martyrs de la Résistance 21000 DIJON
21100001	1.299	1.469		1.509		        Colruyt	        STATION DATS	La plucharde ZAC de Bretenière 21110 BRETENIÈRE
21110001								
21110002	1.390	1.560		1.610		        Total	        RENAULT GENLIS SA	route departementale 905 21110 GENLIS
21110003	1.287		1.429	1.509		        Esso Express	        ESSO DU CHATEAU	7 Rue Aristide Briand 21110 GENLIS
21110005								
21120001	1.348	1.542		1.589		        Avia	        AVIA IS SUR TILLE	9 Rue François Mitterrand 21120 IS-SUR-TILLE
21120002	1.380	1.560	1.540	1.590		        Agip	        AGIP TILCHATEL  RN 74	Route de Langres 21120 TIL-CHÂTEL
21120003	1.360	1.540		1.580		        Indépendant sans enseigne	        SARL RONDOT	18 rue François Mitterrand 21120 IS-SUR-TILLE
21120004								
21120005	1.315	1.485	1.458			        Intermarché	        SAS SOFRALDI	20 avenue François Mitterand 21120 IS-SUR-TILLE
21121001	1.281	1.445		1.495	0.789	        Géant	        GEANT CASINO	1 Rue Les Près Potets 21121 FONTAINE-LÈS-DIJON
21121003								
21121006	1.286		1.434	1.505		        Total Access	        Relais ALLOBROGES	Boulevard des Allobroges 21121 FONTAINE-LÈS-DIJON
21130003								
21130004	1.299	1.489	1.469	1.529		        Intermarché	        INTERMARCHE AUXONNE	3 rue de Labergement 21130 AUXONNE
21130005	1.449		1.569		0.940	        BP	        BP A39 AIRE DE PONT SUD CHENE D&#039;ARGENT	AIRE DE PONT SUD CHENE D&#039;ARGENT A39 21130 PONT
21130006								
21130007	1.490	1.700				        Elan	        EURL BECLE OLIVIER	Rue du Colonel Redoutey 21130 AUXONNE
21140001								
21140002	1.460	1.630		1.660		        Elan	        SEMUR AUTO SERVICES	ROUTE DE DIJON 21140 SEMUR-EN-AUXOIS
21140003								
21150001	1.340	1.510		1.560		        Atac	        ATAC VENAREY LES LAUMES	RUE DE LUSIAUX 21150 VENAREY-LES-LAUMES
21150002								
21160001	1.284	1.429	1.399		0.794	        CORA	        CORA	zac les vignes blanches 21160 PERRIGNY-LÈS-DIJON
21160002								
21160003	1.285	1.439		1.558	0.799	        Leclerc	        MARSAFI SAS	355 rue jean moulin 21160 MARSANNAY-LA-CÔTE
21170001								
21190002	1.310	1.485		1.507		        Carrefour Market	        Carrefour Market	Route du Pont de Paris 21190 CORPEAU
21190003	1.454		1.579	1.659	0.940	        Total	        RELAIS DE SERVOTTE	AUTOROUTE A 6 sens Paris Lyon 21190 MERCEUIL
21190005	1.459		1.579	1.659	0.940	        Total	        RELAIS TOTAL DE MERCEUIL	Autoroute du Soleil 21190 MERCEUIL
21200001								
21200002	1.349		1.514		0.850	        BP	        BP BEAUNE SAINT-JACQUES	AV DU GENERAL DE GAULLE 21200 BEAUNE
21200003	1.308		1.469	1.539		        Esso Express	        ESSO BEAUNE SUD	27 Route de Pommard 21200 BEAUNE
21200004	1.309	1.489		1.519		        Casino	        CASINO SUPERMARCHE	Rue du Faubourg Madeleine 21200 BEAUNE
21200005								
21200006								
21204001	1.390		1.520	1.600		        Total	        BEAUNE AUTOMOBILES SA	78 Route de Pommard 21200 BEAUNE
21209001	1.410		1.520	1.600		        Total	        STATION TOTAL	135 BIS ROUTE DE DIJON 21200 BEAUNE
21210001								
21210002	1.340	1.510		1.550		        Maximarché	        MAXIMARCHE SAULIEU S.D.S.	19 RUE GRILLOT 21210 SAULIEU
21210003	1.410		1.530			        Total	        GARAGE MODERNE SARL	4, RUE COURTEPEE 21210 SAULIEU
21220001	1.449		1.579	1.659	0.940	        Shell	        ALCANE GESTION	AUTOROUTE A31 21220 GEVREY-CHAMBERTIN
21220002								
21220003								
21230001	1.325	1.529		1.585		        Atac	        ATAC ARNAY LE DUC	RUE L ET J BARNET 21230 ARNAY-LE-DUC
21230004	1.344	1.539		1.569		        Agip	        STATION DU PARC	Rue Claude Guyot 21230 ARNAY-LE-DUC
21230005	1.335	1.529		1.569		        Carrefour Contact	        CARREFOUR CONTACT	Rue de l&#039;Arquebuse 21230 ARNAY-LE-DUC
21240001								
21250001	1.313	1.493		1.538		        Atac	        ATAC SEURRE	RUE DU 8 MAI 21250 SEURRE
21250002								
21250005	1.460		1.580	1.640	0.930	        Avia	        SARL BRYSSE	Aire de Glanon A36 21250 GLANON
21250006								
21250009	1.480	1.610		1.650		        Avia	        SARL BRYSSE	AIRE DU BOIS GUILLEROT 21250 GLANON
21260001	1.315	1.485		1.539		        Atac	        ATAC SELONGEY	RD N 3 - 21260 SELONGEY
21270001	1.331	1.529		1.589		        Atac	        ATAC PONTAILLER SUR SAONE	RUE DE LA GARE 21270 PONTAILLER-SUR-SAÔNE
21300001	1.281	1.439		1.489	0.750	        Géant	        GEANT CASINO	ZONE INDUSTRIELLE 21300 CHENÔVE
21300004	1.307	1.469		1.492		        Système U	        SUPER U	AVENUE ROLAND CARRAZ 21300 CHENÔVE
21300006	1.403		1.536	1.616		        Total	        Total chenôve	Avenue Roland Carraz 21300 CHENÔVE
21310003	1.329	1.499				        Carrefour Contact	        CARREFOUR CONTACT	Rue de Gray 21310 MIREBEAU-SUR-BÈZE
21320001								
21320002	1.385	1.553				        Total	        MME CHOPIN	1 ROUTE DE DIJON 21320 POUILLY-EN-AUXOIS
21320003	1.460		1.580		0.940	        BP	        BP A6 AIRE DES LOCHERES	A6 POUILLY EN AUXOIS 21320 POUILLY-EN-AUXOIS
21320004								
21320005								
21320006								
21340001								
21340002	1.450	1.630				        Total	        GARAGE FOURRIER	ROUTE DE BEAUNE 21340 NOLAY
21350001	1.366	1.548		1.574		        Atac	        ATAC VITTEAUX	LOT ST ANNE 21350 VITTEAUX
21360001								
21360003	1.439		1.569	1.629	0.930	        Esso	        ESSO BLIGNY LA FORET	Autoroute A6 du Soleil 21360 BLIGNY-SUR-OUCHE
21360004								
21370001	1.299	1.469		1.499		        Colruyt	        008 DATS Velars sur Ouche	Rue des Trois Ponts 21370 VELARS-SUR-OUCHE
21390001	1.338	1.527		1.561		        Maximarché	        MAXIMARCHE PRECY SOUS THIL	Rue de l&#039;Hôtel de Ville 21390 PRÉCY-SOUS-THIL
21400001								
21400002	1.380		1.520	1.600		        Total	        MME COLLARD FABIENNE	Avenue Édouard Herriot 21400 CHÂTILLON-SUR-SEINE
21400003								
21400005	1.329	1.537	1.519	1.595		        Intermarché	        INTERMARCHE CHATILLON SUR SEINE	Chaussée de l&#039;Europe 21400 CHÂTILLON-SUR-SEINE
21400007	1.360	1.550		1.600		        Indépendant sans enseigne	        Pneus service	17 rue courcelles prévoires 21400 CHÂTILLON SUR SEINE
21430003	1.345	1.505		1.535		        Indépendant sans enseigne	        ROUSSEAU CARBURANT	LE BUISSON MICHELIN 21430 LIERNAIS
21460002	1.410	1.610		1.650		        Maximarché	        MAXIMARCHE TOUTRY	RUE DU VIEUX CHÂTEAU 21460 TOUTRY
21460003								
21490002								
21500002	1.382		1.518	1.598		        Total	        SARL MONNET CH.	Rue de Dijon 21500 MONTBARD
21500003								
21500004	1.319	1.499	1.479	1.559		        Intermarché	        INTERMARCHE MONTBARD	Route de Dijon 21500 FAIN-LÈS-MONTBARD
21510001	1.370	1.560				        Avia	        Sarl Garage CHEVALLIER	9 Rue d&#039;Archeron 21510 AIGNAY-LE-DUC
21540001	1.319	1.479				        Système U	        SAS TRISON - SUPER U	AVENUE DE LA BRENNE 21540 SOMBERNON
21560001								
21600001	1.390		1.550	1.630		        Total	        AGENCE SECHEPINE LINGER SARL	Route de Seurre 21600 LONGVIC
21600003	1.349	1.545		1.596		        Avia	        STATION AVIA	3, boulevard des Industries 21600 LONGVIC
21600004								
21640001								
21700001	1.299	1.475		1.499		        Carrefour Market	        Carrefour Market	12 RUE ARNOULT 21700 NUITS-SAINT-GEORGES
21700004								
21700005	1.359	1.539			0.865	        Avia	        RELAIS DU POIRIER AU LOUP	20, route nationale 74 21700 CORGOLOIN
21700006								
21800001	1.284	1.449		1.489		        Carrefour Market	        Carrefour Market	ROUTE DE DIJON 21800 CHEVIGNY-SAINT-SAUVEUR
21800002								
21800006	1.288		1.434	1.496		        Total Access	        RELAIS QUETIGNY	Blvd du Champs aux Métiers 21800 QUETIGNY
21800007								
21850002								
21910001	1.329	1.501		1.529		        Atac	        SCHIEVER CARBURANTS	1 RUE DES TILLEULS 21910 NOIRON-SOUS-GEVREY
22000001	1.288	1.469		1.509	0.845	        Géant	        GEANT CASINO	LES VILLAGES 22000 SAINT-BRIEUC
22000002	1.308	1.475	1.450	1.530		        Système U	        Super U CESSON ST BRIEUC	3 Rue Champlain 22000 SAINT-BRIEUC
22000003	1.390	1.552				        Total	        MR GUESDON	Rue Guillaume Apollinaire 22000 SAINT-BRIEUC
22000004								
22000005								
22000009								
22100001								
22100002								
22100004	1.293	1.444	1.437	1.492		        Intermarché	        INTERMARCHE TADEN	Le Pré des Landes 22100 TADEN
22100006	1.293	1.446		1.496		        Intermarché	        INTERMARCHE LANVALLAY	2 Rue Charles de Gaulle 22100 LANVALLAY
22100007								
22100008	1.399		1.578	1.648	0.860	        Indépendant sans enseigne	        ESSO service Duguesclin	route de dol de bretagne 22100 LANVALLAY
22104001								
22110002								
22110003	1.295	1.465		1.515	0.810	        Intermarché	        INTERMARCHE ROSTRENEN	LE CAP VERT 22110 ROSTRENEN
22120001								
22120002	1.400	1.580	1.550	1.610	0.850	        Avia	        SARL  RUEE	RTE N 12 22120 HILLION
22120003	1.362	1.540				        Indépendant sans enseigne	        Sas remy guguen	RUE JEAN MONNET zi moulin a vent 22120 YFFINIAC
22120005	1.299	1.495		1.539		        Intermarché	        ECOMARCHE QUESSOY	RUE DE L#039;ARGENTAIE 22120 QUESSOY
22130001	1.295	1.459		1.509	0.890	        Système U	        Hyper U PLANCOET	Rue du Connétable de Clisson 22130 PLANCOËT
22140001	1.380	1.550				        Total	        MR MENAIS ALAIN	ROUTE DE TREGUIER 22140 LANDEBAËRON
22140002	1.299	1.469		1.537		        Intermarché	        INTERMARCHE BEGARD	Rue de Guingamp 22140 BÉGARD
22150003	1.309	1.489		1.519		        Carrefour Market	        Carrefour Market	35 Rue de Montifault 22150 PLOEUC-SUR-LIÉ
22150004	1.360	1.541		1.578		        Ecomarché	        ECOMARCHE PLOUGUENAST	Rue du Trébuchon 22150 PLOUGUENAST
22160001								
22160003								
22170002	1.400		1.560	1.640	0.880	        Total	        RELAIS PLERNEUF LE GOELO	RN12 - LA MARE MELEE 22170 PLERNEUF
22170003	1.309	1.499		1.539		        Carrefour Market	        CARREFOURMARKET	34 Rue de Saint-Brieuc 22170 PLOUAGAT
22190001	1.290		1.472	1.526		        Leclerc	        E.LECLERC PLERIN	Zac du Plateau 22190 PLERIN
22200002	1.418		1.542	1.622		        Total	        RELAIS PLOUMAGOAR	ROUTE DE ST BRIEUC RN12 22970 PLOUMAGOAR
22200003								
22200004								
22200005	1.420	1.570		1.650		        Avia	        Guingamp services sarl	22 Boulevard de la Marne 22200 GUINGAMP
22203001	1.292	1.459		1.492		        Leclerc	        GUINGAMP-DISTRIBUTION	Route de Corlay 22200 GUINGAMP
22210001	1.270	1.470		1.512		        Système U	        Super U PLEMET	RUE DE LA LIBERTE 22210 PLÉMET
22220001	1.299	1.467		1.559		        Système U	        Super U  TREGUIER	BL JEAN GUEHENNO 22220 TREGUIER
22220003	1.299		1.449	1.559		        Intermarché	        INTERMARCHE MINIHY-TREGUIER	ZA DE KERFOLIC 22220 MINIHY-TRÉGUIER
22230001	1.376		1.572	1.652		        Total	        MR SOHIER MICHEL	GARAGE DE L&#039;HIVET 22230 MERDRIGNAC
22230003	1.296	1.461		1.519		        Système U	        Super U MERDRIGNAC	Rue Chanoine le Texier 22230 MERDRIGNAC
22240001								
22250001								
22250002	1.299	1.465		1.515		        Intermarché	        INTERMARCHE CONTACT	Rue de la Gare 22250 BROONS
22260001								
22290001								
22290002								
22290003								
22300001								
22300002	1.289	1.459		1.489		        Leclerc	        COLANDIS	Route de Guingamp 22300 LANNION
22300003	1.289	1.459	1.399	1.489	0.805	        Leclerc	        PERLANDIS	Route de Perros 22300 LANNION
22300004								
22300005	1.289		1.429	1.499		        Intermarché	        INTERMARCHE LANNION PLOULEC&#039;H	Zone Commerciale BEL AIR / Route de Morlaix D786 22300 PLOULEC&#039;H-LANNION
22300006	1.297		1.467	1.563		        Intermarché	        INTERMARCHE PLOUBEZRE	Rue Paul SalaunParc Activités Izellan 22300 PLOUBEZRE
22300007	1.295	1.465		1.509		        Intermarché Contact	        INTERMARCHE CONTACT LANNION	RUE JEAN PAUL SARTRE 22300 LANNION
22302001								
22310001								
22350001								
22350002	1.380		1.560	1.640	0.880	        Total	        RELAIS ST JOUAN de l&#039; ISLE	RN12 22350 SAINT JOUAN-DE-L&#039;ISLE
22350003	1.420		1.560	1.640		        Total	        RELAIS VAL DE RANCE	RN 12 - VAL DE RANCE 22350 CAULNES
22350004								
22360001								
22370001								
22380001	1.312	1.475		1.510		        Intermarché	        INTERMARCHE ST CAST-LE GUILDO	Les Rochettes 22380 SAINT-CAST-LE-GUILDO
22390001								
22400001	1.285	1.469		1.509		        Carrefour Market	        Carrefour Market	20 RUE DU DOCTEUR LAVERGNE 22400 LAMBALLE
22400002	1.293		1.464		0.856	        Total Access	        TOTAL ACCESS COETMIEUX	Rue de Bel-Air 22400 COETMIEUX
22400003	1.513	1.732				        Total	        SARL ARMOR AUTO	40 Rue d&#039;Armor 22400 LAMBALLE
22400004	1.283	1.469		1.509	0.853	        Leclerc	        SAS TREGORDIS	66 rue Mouëxigné 22400 LAMBALLE
22400005	1.285		1.469	1.509		        Intermarché	        INTERMARCHE LAMBALLE	25 avenue Georges Clemenceau 22400 LAMBALLE
22410001	1.296	1.477	1.507	1.547		        Netto	        NETTO	Rue Pierre Loti 22410 SAINT-QUAY-PORTRIEUX
22420001	1.310	1.450		1.500		        Super Casino	        SUPERMARCHE CASINO	Rue du Général de Gaulle 22420 PLOUARET
22430001								
22440001	1.287		1.472	1.527		        Leclerc	        E.LECLERC PLOUFRAGAN	SA BRIODIS Centre Commercial du Carpont 22440 PLOUFRAGAN
22440002	1.294	1.471				        Intermarché	        INTERMARCHE TREMUSON	Rue de Brest 22440 TRÉMUSON
22460003	1.370	1.560		1.620		        Shopi	        SHOPI	Rue du Parc Mail 22460 UZEL
22480001								
22480002	1.388		1.532	1.612		        Total	        LE RELAIS DE KERJEAN	Kerjean 22480 SAINT-NICOLAS-DU-PÉLEM
22490001								
22500001	1.298	1.478		1.498		        Carrefour	        CARREFOUR PAIMPOL	RUE RAYMOND PELLIER 22500 PAIMPOL
22500002	1.398	1.557		1.612		        Avia	        RELAIS DU GOELO/STATION AVIA	Rue Raymond Pellier 22500 PAIMPOL
22500003	1.380		1.532	1.612		        Total	        ARCADIE AUTOMOBILES SAS	ROUTE DE LANVOLLON 22500 PAIMPOL
22500004								
22500005	1.298	1.478		1.512		        Intermarché	        INTERMARCHE PAIMPOL	56 avenue du Général de Gaulle 22500 PAIMPOL
22520001	1.295	1.472		1.497		        Système U	        Super U BINIC	CC LES PRES CALANS 22520 BINIC
22530001	1.299	1.485		1.512		        Ecomarché	        ECOMARCHE MURE DE BRETAGNE	5 ROUTE DE PONTIVY 22530 MÛR-DE-BRETAGNE
22540001	1.470	1.630		1.690		        Elan	        COCU SARL	45 Avenue des Prunus 22540 LOUARGAT
22540002								
22550001	1.312	1.475		1.510		        Système U	        Super U MATIGNON	Centre commercial des promenades 22550 MATIGNON
22560001	1.299	1.469	1.439	1.509		        Intermarché	        INTERMARCHE TREBEURDEN	Rue des Plages 22560 TRÉBEURDEN
22570001								
22570002	1.351	1.584	1.496			        Super Casino	        SUPERMARCHE CASINO	1 rue de Rostrenen 22570 GOUAREC
22580001								
22590001	1.296	1.477		1.527		        Intermarché	        INTERMARCHE PORDIC	Keribet 22590 PORDIC
22600002								
22600003								
22600004								
22600005	1.460	1.670				        Indépendant sans enseigne	        Station  des  parpareux  esso	z a des parpareux 22600 LOUDÉAC
22600006	1.280	1.450	1.410		0.810	        Système U	        SUPER U	PARC ACTIVITÉS DE KER D#039;HERVÉ 22600 LOUDÉAC
22600008	1.275	1.455		1.499		        Intermarché	        INTERMARCHE LOUDEAC	21 Boulevard de la Gare 22600 LOUDEAC
22610001	1.329	1.529		1.599		        Système U	        U Express PLEUBIAN	24 Rue de l&#039;Armor 22610 PLEUBIAN
22630001	1.470	1.610		1.650		        Elan	        EURL GARAGE DE LA POSTE	12 RUE DE L HOPITAL 22630 ÉVRAN
22640001	1.410	1.590				        Total	        MR BRIEUC Y.	13 RUE DES 31 MARTYRS 22640 PLESTAN
22640003	1.300	1.520	1.480			        Intermarché Contact	        INTERMARCHE CONTACT	Rue de la République 22640 PLÉNÉE-JUGON
22650001								
22650002	1.299	1.489		1.519		        Carrefour Market	        Carrefour Market	ROUTE DE PLANCOET 22650 PLOUBALAY
22700001	1.360	1.530		1.580		        Total	        SARL LE CHARPENT	34 Rue Ernest Renan 22700 PERROS-GUIREC
22700002	1.289		1.419	1.489	0.845	        Intermarché	        INTERMARCHE ST QUAY PERROS	Rue de l&#039;Église 22700 SAINT-QUAY-PERROS
22710001								
22730001	1.289	1.459		1.489		        Système U	        Super U TREGASTEL	RUE POUL PALUD 22730 TRÉGASTEL
22800001								
22800002								
22810001	1.399		1.552	1.632		        Total	        RELAIS PORZ AN PARK	RN 12 22810 PLOUNÉVEZ-MOËDEC
22940002	1.299		1.459			        Intermarché	        INTERMARCHE PLAINTEL	849 Rue de la Ville Gourelle 22940 PLAINTEL
22950001	1.470		1.680			        Total	        SA TREGUEUX AUTOMOBILES	32 Rue de la République 22950 TRÉGUEUX
22950003								
22960001	1.299	1.489		1.539		        Carrefour Market	        Carrefour Market  Plédran	2, RUE DU CHALLONGE 22960 PLEDRAN
22980001	1.460	1.620		1.640		        Elan	        GARAGE DE L&#039; AVENIR SARL	9 rue de la libération 22980 PLÉLAN-LE-PETIT
23000001								
23000004	1.400	1.560		1.580	0.850	        Avia	        AVIA    SARL REMERAND	AIRE DES MONTS DE GUERET 23000 SAINT-SULPICE-LE-GUÉRÉTOIS
23000005	1.325	1.485		1.495		        Carrefour Market	        Carrefour Market	14 avenue Pierre Mendes France 23000 GUÉRET
23000006								
23000007								
23008001	1.325	1.485	1.455	1.495		        Leclerc	        *** LECLERC ***  GUERET	36 Avenue du Berry 23000 GUÉRET
23110002	1.319	1.485		1.499		        Système U	        Super U EVAUX LES BAINS	55 Avenue de la République 23110 ÃVAUX-LES-BAINS
23130001	1.368	1.499		1.698		        Huit à 8	        8 à Huit CHENERAILLES	Route d&#039;Aubusson 23130 CHENERAILLES
23140002	1.434		1.542	1.622	0.880	        Total	        TOTAL PARSAC	RN 145 23140 PARSAC
23150001								
23170001	1.358	1.518	1.538			        Intermarché Contact	        INTERMARCHE CHAMBON SUR VOUEIZE	ROUTE D#039;EVAUX LES BAINS 23170 CHAMBON-SUR-VOUEIZE
23200001	1.325	1.485		1.495		        Carrefour Market	        Carrefour Market	La Rebeyrette 23200 AUBUSSON
23200002	1.325	1.489		1.509		        Netto	        LES MOUSQUETAIRES	4, route de Beauze 23200 AUBUSSON
23220001	1.335	1.495	1.469			        Intermarché Contact	        INTERMARCHE BONNAT	Route de Guéret 23220 BONNAT
23230001								
23240002	1.400	1.600		1.630		        Elan	        Trullen Distribution	ZA les bois verts 23240 LE GRAND BOURG
23300001								
23300002	1.380	1.520		1.540		        Avia	        PICOTY SA LA PRADE	ZA LA PRADE 23300 LA SOUTERRAINE
23300004								
23300005	1.329	1.479		1.500		        Carrefour Market	        Carrefour Market	Rue François Durand 23300 LA SOUTERRAINE
23400001								
23400003	1.450	1.650		1.770		        Elan	        SARL RELAIS DU PUY	1, rue du Puy 23400 BOURGANEUF
23500002								
23600001	1.359	1.529		1.569		        Carrefour Market	        Carrefour Market	avenue de bourbonnais 23600 BOUSSAC
23600002								
23700001								
23800001	1.342	1.508		1.537		        Intermarché	        INTERMARCHE DUN LE PALESTEL	7 avenue d&#039;Auvergne 23800 DUN-LE-PALESTEL
24000001								
24000002								
24000004								
24000005								
24000007	1.303	1.487	1.433			        Leclerc	        DISPER	16 Rue du Clos Chassaing 24000 PÉRIGUEUX
24000008	1.450	1.630				        Elan	        BROUSSE MICHEL	67 Rue Louis Blanc 24000 PÉRIGUEUX
24000010								
24100003								
24100004								
24100005								
24100007	1.313	1.489				        Carrefour Market	        Carrefour Market	Boulevard Auguste Comte 24100 BERGERAC
24100008	1.299	1.475		1.518		        Carrefour Market	        CARREFOUR MARKET - Route de Sainte Alvère	Route de Sainte Alvère 24100 BERGERAC
24100010	1.410		1.550	1.630	0.850	        Total	        RELAIS DOINA	15 Route d&#039;Agen - Lespinassat 24100 BERGERAC
24100011	1.309	1.475	1.479	1.529		        Intermarché	        INTERMARCHE CREYSSE	ZA de la Nauve 24100 CREYSSE
24100012	1.309	1.479		1.529		        Intermarché	        INTERMARCHE BERGERAC - Route d&#039;Eymet	Route de Marmande 24100 BERGERAC
24100013								
24107001								
24110001								
24114001	1.299	1.475		1.529	0.850	        Leclerc	        BERCADIS	Route de Bordeaux 24100 BERGERAC
24120001								
