id	gasoil	sp95	sp95e10	sp98	gpl	brand	name	address
43120002	1.299	1.499	1.455	1.545		        Intermarché	        INTERMARCHE MONISTROL SUR LOIRE	ZA LES MOLETONS 43120 MONISTROL-SUR-LOIRE
43130001	1.337	1.505		1.534		        Intermarché	        SAS JINCY  INTERMARCHE	Rue Jean-Baptiste Ribeyron 43130 RETOURNAC
43170001	1.459	1.659	1.618	1.669		        Total	        GARAGE GIRES	route du Puy 43170 SAUGUES
43170002	1.339	1.509				        Indépendant sans enseigne	        LONJON	ZI LE GRAY 43170 SAUGUES
43170003	1.349	1.519	1.489			        Carrefour Contact	        CARREFOUR CONTACT	rue louis amargier route de lahgeac 43170 SAUGUES
43190001								
43190002	1.296					        Indépendant sans enseigne	        3C	zone artisanale de Leygat 43190 TENCE
43200002								
43200003	1.388	1.588		1.608		        Indépendant sans enseigne	        Station du col	RN 88 43200 LE PERTUIS
43200004								
43200005	1.309	1.509		1.539		        Intermarché	        INTERMARCHE YSSINGEAUX	103, route de Retournac 43200 YSSINGEAUX
43200006	1.309	1.509	1.479			        Indépendant sans enseigne	        STATION J.V.F	LA GUIDE 43200 YSSINGEAUX
43210002	1.299	1.499				        Colruyt	        031 DATS BAS EN BASSET	15 Avenue Alfred de Vissaguet 43210 BAS-EN-BASSET
43220001	1.299	1.469				        Carrefour Market	        BRUNIEDIS	Rue Traversière 43220 DUNIÈRES
43220002								
43230001	1.380	1.550				        Total	        SARL GIRAUD	La Buge 43230 SAINT-GEORGES-D&#039;AURAC
43230002								
43240001								
43260001	1.400	1.570				        Indépendant sans enseigne	        GARAGE DESSALCES	PLACE DU MARCHE 43260 SAINT-JULIEN-CHAPTEUIL
43260002								
43290001								
43300001	1.319	1.499		1.529		        Simply Market	        SIMPLY MARKET	56 avenue d&#039;auvergne 43300 LANGEAC
43300002								
43320001								
43340001	1.319	1.529	1.499			        Indépendant sans enseigne	        STATION J.V.F	La Sauvetat 43340 LANDOS
43350001	1.329	1.499				        Intermarché	        INTERMARCHE SAINT PAULIEN	Le Verdier 43350 SAINT-PAULIEN
43360001	1.459		1.589	1.669	0.930	        Shell	        B2M PERFORMANCE EURL	AUT A 75 AIRE DE LAFAYETTE 43360 LORLANGES
43400001	1.309	1.479	1.489			        Intermarché	        INTERMARCHE CHAMBON SUR LIGNON	Route de Saint-Agrève-Valence 43400 LE CHAMBON-SUR-LIGNON
43410001	1.400		1.590	1.670		        Total	        RELAIS DES 2 VALS	RN 102 43410 LEMPDES-SUR-ALLAGNON
43500001	1.380	1.510				        Total	        SARL GARAGE RIBEYRON	ROUTE DU PUY 43500 CRAPONNE-SUR-ARZON
43500002	1.274	1.489				        Système U	        ESTRADE DE DISTRIBUTION	Place de Gaulle 43500 CRAPONNE-SUR-ARZON
43500004								
43600002	1.299	1.499	1.448	1.545		        Carrefour Market	        Carrefour Market	Lotissement la Chaud 43600 SAINTE-SIGOLÈNE
43600003								
43700001	1.288	1.448		1.508	0.779	        Auchan	        AUCHAN	1 Avenue de Coubon 43700 BRIVES-CHARENSAC
43700002	1.299	1.529	1.489			        Indépendant sans enseigne	        STATION J.V.F	Zi de Bombes 43700 ST GERMAIN LAPRADE
43750001	1.274	1.459		1.489	0.779	        Géant	        GEANT CASINO	AVENUE JEANNE D&#039;ARC 43750 VALS-PRÈS-LE-PUY
43770001	1.284	1.464	1.669	1.524		        Intermarché	        SARL EYRAUD	17 Avenue des Champs Élysées 43770 CHADRAC
43800001	1.380	1.540				        Elan	        GARAGE DACOSTA	Quartier de la gare 43800 VOREY
43800002	1.320	1.500		1.530		        Intermarché	        INTERMARCHE  VOREY	Avenue Philibert Besson 43800 VOREY
44000001	1.279	1.451	1.399		0.901	        Carrefour	        CARREFOUR NANTES LA BEAUJOIRE	Route de PARIS 44300 NANTES
44000002	1.285		1.405	1.485		        Total	        RELAIS NANTES FACULTES	BOULEVARD GUY MOLLET 44300 NANTES
44000003	1.384		1.509			        Total	        RELAIS MADELEINE MARTYRS	16 Boulevard des Martyrs Nantais de la Résistance 44200 NANTES
44000004								
44000005								
44000006	1.296	1.451	1.446			        Intermarché	        INTERMARCHE NANTES	173, route de Saint Joseph 44300 NANTES
44000008	1.384		1.506	1.586		        Total	        RELAIS DU GUE ROBERT	49 Boulevard Ernest Dalby 44000 NANTES
44100002	1.278		1.418	1.512		        Total Access	        RELAIS NANTES LE TERTRE	Boulevard du Tertre 44100 NANTES
44100004	1.380	1.560		1.590		        Avia	        Avia	110 boulevard Égalite ( place zola ) 44100 NANTES
44110001	1.299	1.515	1.418			        Système U	        Hyper U CHATEAUBRIANT	ROUTE DE SAINT AUBIN DES CHATEAUX 44110 CHÂTEAUBRIANT
44110002	1.379		1.486	1.566		        Total	        SAS CHATEAUBRIANT AUTOMOBILES	Rue du Général Patton 44110 CHÂTEAUBRIANT
44110003	1.299		1.418	1.492	0.829	        Leclerc	        Station E.LECLERC Chateaubriant	route de St Nazaire 44110 CHÂTEAUBRIANT
44110004	1.299		1.418	1.492		        Intermarché	        INTERMARCHE CHATEAUBRIANT	route de st nazaire la ville en bois 44110 CHÂTEAUBRIANT
44110005								
44115001	1.284		1.418	1.502	0.793	        Total Access	        Total accesRELAIS LA DIVATTE	226 BLD DE LA LOIRE 44115 BASSE-GOULAINE
44115002	1.279	1.449		1.489		        Leclerc	        SA LAURY CHALONGES DIST	Route de Clisson 44115 BASSE-GOULAINE
44116001								
44118003								
44119002	1.419		1.554	1.634	0.880	        Total	        RELAIS TREILLIERES	AIRE DE LAMBRECY EST - RN 137 44119 TREILLIÈRES
44119004								
44120001	1.289		1.423	1.522	0.791	        Total Access	        RELAIS TOTAL ACCESS VERTOU LA SEVRE	9 BOULEVARD DE L&#039;EUROPE 44120 VERTOU
44120002								
44120003	1.400	1.560				        Indépendant sans enseigne	        MR DEBAERE ALAIN	Route Bleue 44210 PORNIC
44130001	1.279	1.459	1.390	1.470		        Système U	        Hyper U BLAIN	Route de l&#039;Isac 44130 BLAIN
44130002	1.400		1.560	1.640		        Total	        SARL ABF	11 Rue du 8 Mai 44130 BLAIN
44130003	1.279		1.390	1.470		        Leclerc	        Centre Leclerc	6 Route de L&#039;Isac 44130 BLAIN
44140002								
44140004	1.299		1.432	1.499		        Intermarché	        INTERMARCHE AIGREFFEUILLE	Avenue de Nantes ZA le Haut Coin 44140 AIGREFEUILLE-SUR-MAINE
44140006								
44150001	1.350	1.510		1.540	0.850	        Avia	        BRETECHE OUEST	L&#039;Aubinière 44150 ANCENIS
44150003								
44150004	1.299	1.452		1.485		        Système U	        SUPER U ANCENIS	Rue Audigane 44150 ANCENIS
44150006	1.309		1.429	1.529		        Esso Express	        ESSO EXPRESS ANCENIS PASTEUR	Boulevard Pasteur 44150 ANCENIS
44160002	1.470	1.630				        Elan	        RELAIS DE BEAULIEU AUTO	Lieu-Dit Beaulieu 44160 PONTCHÂTEAU
44160003	1.279	1.458		1.489	0.809	        Leclerc	        BRIERE DISTRIBUTION	Route de Nantes 44160 PONTCHÂTEAU
44160004								
44170001	1.299	1.459		1.529		        Système U	        Super U NOZAY	boulevard du Petit Versailles 44170 NOZAY
44170002	1.395	1.560				        Total	        SARL GARAGE DE LA PIERRE BLEUE	ROUTE D&#039;ABBARETZ 44170 NOZAY
44170003								
44190001	1.285	1.449	1.429			        Système U	        Super U GETIGNE	LE BARILLET 44190 GÉTIGNÉ
44190002	1.440		1.570	1.640		        Total	        CLISSON AUTOS S.A.S	Route de Clisson 44190 GORGES
44190004								
44190006								
44190007								
44200002								
44210002	1.297	1.458	1.441		0.870	        Intermarché	        INTERMARCHE PORNIC	Route de Nantes 44210 PORNIC
44210003								
44220001	1.279	1.449		1.499		        Système U	        Super U NANTES ST JACQUES	75 Boulevard Joliot Curie 44200 NANTES
44220002	1.270	1.539	1.390	1.470		        Système U	        Super U COUERON	48 Boulevard de la Libération 44220 COUËRON
44220003								
44220005	1.270	1.459		1.489		        Carrefour Market	        CARREFOUR MARKET COUERON	Boulevard Paul Langevin 44220 COUERON
44230002								
44230003	1.279	1.449		1.489	0.793	        Auchan	        AUCHAN CARBURANT	2 Rue Pierre Mendès France 44230 SAINT-SÉBASTIEN-SUR-LOIRE
44230004	1.299	1.459		1.499		        Intermarché	        INTERMARCHE ST SEBASTIEN	5 Rue du Lieutenant Auge 44230 SAINT-SÉBASTIEN-SUR-LOIRE
44240001								
44240004	1.269	1.459	1.399			        Intermarché	        INTERMARCHE LA CHAPELLE / ERDRE	Route de Sucé sur Erdre 44240 LA CHAPELLE-SUR-ERDRE
44240006								
44240008	1.284		1.409	1.499		        Total Access	        Relais TOTAL LA CHAPELLE SUR ERDRE	bd Alexander Fleming 44240 LA CHAPELLE SUR ERDRE
44250001	1.279		1.442	1.503	0.817	        Total Access	        RELAIS TOTAL ACCESS SAINT BREVIN HAUTIERE	Route Bleue 44250 SAINT-BREVIN-LES-PINS
44250003								
44250004	1.363		1.496	1.576		        Total	        GARAGE DE L&#039;ESTUAIRE	PA DE LA GUERCHE 44250 SAINT-BREVIN-LES-PINS
44260003	1.313	1.476		1.624		        Système U	        Utile MALVILLE	Rue des Musiciens 44260 MALVILLE
44260005	1.279	1.459		1.489		        Système U	        Hyper U SAVENAY	Parc comemrcial de la Colleraye 44260 SAVENAY
44260006	1.279	1.459		1.509	0.795	        Intermarché	        INTERMARCHE	BOULEVARD BRANLY 44260 SAVENAY
44270001	1.289	1.436		1.469		        Système U	        Super U MACHECOUL	Boulevard des Prises 44270 MACHECOUL
44272001								
44290001								
44290002								
44300002								
44300004								
44300007								
44300009	1.384		1.506	1.586		        Total	        RELAIS TOTAL PETIT HERMITAGE	78 Boulevard Robert Schuman 44300 NANTES
44300012	1.303		1.449	1.529		        Esso Express	        ESSO EXPRESS NANTES SAINT JOSEPH	204 Route de Saint-Joseph 44300 NANTES
44300013								
44310001								
44320002	1.289	1.449		1.489		        Système U	        Super U ARTHON EN RETZ	ZA LE BUTAI 44320 ARTHON-EN-RETZ
44320003	1.425	1.578				        Total	        GGE S.FORGET	93 Rue François-René de Chateaubriand 44470 CARQUEFOU
44320004								
44330001								
44330002								
44340001	1.280	1.470	1.440	1.500		        Avia	        RUEE SARL	RD 723 VOIE EXPRESS AIRE DES AJONCS 44340 BOUGUENAIS
44340003								
44340004								
44350001								
44350003								
44350004	1.286	1.469		1.498	0.813	        Leclerc	        GUERANDIS S.A	Rue de Villejames 44350 GUÉRANDE
44350005	1.630	1.430				        Indépendant sans enseigne	        SARL GARAGE LEGAL	impasse du breniguen 44350 SAINT-MOLF
44350006	1.286	1.469		1.498		        Intermarché	        INTERMARCHE GUERANDE	Route de la Baule 44350 GUÉRANDE
44360002								
44360003	1.414		1.516	1.596		        Total	        RELAIS VIGNEUX DE BRETAGNE	RN 165 44360 VIGNEUX-DE-BRETAGNE
44360004	1.370		1.500	1.580		        Indépendant sans enseigne	        MR FORTUN JEAN-YVES	Route de Couëron 44360 SAINT-ÉTIENNE-DE-MONTLUC
44360005								
44370002								
44370003	1.420	1.570				        Total	        MR MARQUIS	306, Rue du Maréchal Foch 44370 VARADES
44370004								
44370005								
44370006								
44380001	1.325	1.491		1.564		        Carrefour Market	        Carrefour Market	1 AVENUE DU HECQUEUX 44380 PORNICHET
44380002								
44380007	1.325	1.491		1.570		        Leclerc	        Intermarché	Avenue du Baulois 44380 PORNICHET
44390001								
44390003	1.289		1.429	1.509		        Système U	        U NORT SUR ERDRE	ZI DE LA SANGLE 44390 NORT SUR ERDRE
44400001	1.281	1.441		1.485		        Système U	        Super U REZE LA GALARNIERE	22 Rue de la Galarnière 44400 REZÉ
44400005	1.287		1.429	1.509		        Total Access	        Grelaud	140 Route des Sorinières 44400 REZÉ
44400006								
44400008	1.284		1.418	1.502	0.793	        Total Access	        REZE ROCADE	Rue de la Bauché Thirault 44400 REZÉ
44406001	1.279	1.454		1.489	0.799	        Leclerc	        SODIRETZ	1 Impasse Ordronneau 44400 REZÉ
44410001								
44410004	1.299	1.489		1.539		        Intermarché	        VALAUBRI SA	4 RUE DES LEVEES MIRAUD 44410 LA CHAPELLE-DES-MARAIS
44412001	1.279		1.409	1.489	0.789	        Leclerc	        SUD-LOIRE-DIS	10 Rond Point de la Corbinerie 44400 REZÉ
44420001								
44420002								
44420003								
44450002	1.268	1.438		1.473		        Système U	        Super U LA CHAPELLE BASSE MER	BD PASTEUR 44450 LA CHAPELLE-BASSE-MER
44450003	1.275	1.439		1.499		        Carrefour Market	        Carrefour Market	Centre Commercial du Chêne - l&#039;Aulnaie 44450 SAINT-JULIEN-DE-CONCELLES
44460001	1.294	1.451	1.432	1.474	0.829	        Leclerc	        LECLERC SAINT NICOLAS	Avenue Jean Burel 44460 SAINT-NICOLAS-DE-REDON
44470002	1.279	1.449		1.499		        Système U	        Super U THOUARE SUR LOIRE	RUE DE LA MALNOUE 44470 THOUARÉ-SUR-LOIRE
44470003	1.289		1.409	1.494	0.879	        Total Access	        RELAIS Total Access CARQUEFOU	23 ROUTE DE PARIS 44470 CARQUEFOU
44470005	1.289	1.455		1.487		        Système U	        Super U CARQUEFOU	LE SOUCHAIS - ROUTE DE SUCE 44470 CARQUEFOU
44480002								
44490002	1.309	1.465		1.499		        Intermarché	        Intermarche	rue emmanuel provost 44490 LE CROISIC
44500002								
44500004	1.323		1.463	1.563		        Esso Express	        ESSO EXPRESS LA BAULE ESCOUBLAC BOIS D&#039;AMOUR	41 Avenue du Bois d&#039;Amour 44500 LA BAULE-ESCOUBLAC
44510001								
44521001	1.410	1.630				        Total	        SARL GUILLOU	RN 23 - LES HAUTES LANDES 44521 COUFFÉ
44522002	1.299	1.457		1.490		        Système U	        SARL MITYB	Rue de la Vieille Cour 44522 MESANGER
44530003	1.288	1.458		1.490		        Système U	        Super U ST GILDAS DES BOIS	route de Pontchâteau 44530 SAINT-GILDAS-DES-BOIS
44540001	1.289	1.449		1.489		        Système U	        Super U ST MARS LA JAILLE	RTE DE CHATEAUBRIANT 44540 SAINT-MARS-LA-JAILLE
44550001	1.284	1.469		1.498		        Système U	        Super U MONTOIR DE BRETAGNE	C.C. DE LA BERNUAIS 44550 MONTOIR-DE-BRETAGNE
44560001	1.284	1.479		1.528		        Système U	        Super U PAIMBOEUF	Rue Férréol Prézelin 44560 PAIMBOEUF
44570001								
44570004	1.380	1.560	1.540	1.600	0.810	        Avia	        SARL GUIHENEUF DIDIER	RN 171 44570 TRIGNAC
44570005	1.289		1.444	1.499		        Total Access	        Total Access Relais Savine	zac de savine 44570 TRIGNAC
44580001	1.410	1.550				        Total	        SARL BOUYER ET FILS	ROUTE DE BOUIN 44580 BOURGNEUF-EN-RETZ
44580002	1.289	1.459		1.499		        Système U	        Uexpress BOURGNEUF EN RETZ	Rue de Pornic 44580 BOURGNEUF-EN-RETZ
44590001								
44590002	1.340					        Avia	        BRETECHE	DOMAINE DU MORTIER 44590 DERVAL
44600001	1.282	1.469		1.498	0.813	        Géant	        GEANT CASINO	332 Route de la Côte d&#039;Amour 44600 SAINT-NAZAIRE
44600002	1.284	1.469		1.498		        Système U	        Super U ST NAZAIRE	54 Rue Léon Bourgeois 44600 SAINT-NAZAIRE
44600004	1.380	1.590	1.620	1.600		        Total	        SARL MORIN	308 Rue de Pornichet 44600 SAINT-NAZAIRE
44600005	1.380		1.520	1.600		        Total	        MR ANTYPAS	4 RTE DU POINT DU JOUR RD 47 44600 SAINT-NAZAIRE
44600006								
44600007	1.284	1.469		1.498	0.813	        Leclerc	        SODIJOUR	Le Point du Jour 44600 SAINT-NAZAIRE
44600008	1.282		1.444	1.498	0.813	        Total Access	        Relais de Saint Nazaire - Total Access	Rond point de Reton 44600 SAINT NAZAIRE
44620002								
44630001	1.319	1.499		1.549		        Carrefour Contact	        CARREFOUR CONTACT	Rue Charles Perron 44630 PLESSE
44640002	1.289	1.489		1.569		        Intermarché	        INTERMARCHE LE PELLERIN	28 Rue de la Jouardais 44640 LE PELLERIN
44650001								
44660001								
44680001	1.289	1.449		1.489		        Système U	        Super U STE PAZANNE	RUE DES CHARMES 44680 SAINTE-PAZANNE
44700002	1.270		1.390	1.470		        Leclerc	        NANTES-NORD-DIS	1 Rue de la Conraie 44700 ORVAULT
44700003								
44700005	1.309		1.459	1.539		        Esso Express	        ESSO EXPRESS ORVAULT COTE D&#039;AMOUR	164 Route de Vannes 44700 ORVAULT
44710002	1.299	1.459		1.539		        Intermarché Contact	        INTERMARCHE SAS OGALO	RUE DES EPINETTES 44710 PORT SAINT-PERE
44720002								
44730002	1.289	1.469		1.509		        Système U	        SUPER U	Route de la Plaine 44730 SAINT-MICHEL-CHEF-CHEF
44740002								
44770001								
44800001	1.270		1.406	1.483	0.795	        Auchan	        AUCHAN SAINT HERBLAIN	325 Route de Vannes 44800 SAINT-HERBLAIN
44800002	1.278		1.418	1.509	0.798	        Total Access	        RELAIS ST HERBLAIN LES ECOBUTS	Boulevard Charles de Gaulle 44800 SAINT-HERBLAIN
44800003	1.384		1.506	1.586		        Total	        RELAIS JOLI MAI	205 Route de Vannes 44800 SAINT-HERBLAIN
44800004	1.270		1.390	1.470	0.795	        Leclerc	        E.LECLERC ATLANTIS	Zone Atlantis 44800 SAINT-HERBLAIN
44800005	1.332	1.465		1.518		        Super Casino	        CASINO HERNA	Rue de Saint-Nazaire 44800 SAINT-HERBLAIN
44802001	1.270	1.486		1.520		        Carrefour	        CARREFOUR  ST HERBLAIN	Boulevard de la Baule 44800 SAINT-HERBLAIN
44810001	1.289	1.459		1.499		        Système U	        Super U HERIC	51 RUE DE L&#039;OCEAN 44810 HÉRIC
44830002								
44840001	1.404		1.516	1.596	0.880	        Total	        RELAIS GRASSINIERE	A 801 - CLOS DE MAILLARDIERES 44840 LES SORINIÈRES
44850001								
44850002	1.299	1.455		1.512		        Intermarché	        INTERMARCHE SAINT MARS DU DESERT	2 Rue Beau Soleil 44850 SAINT-MARS-DU-DÉSERT
44860002	1.277	1.435		1.467		        Système U	        Super U PONT ST MARTIN	Rue des Vignes 44860 PONT-SAINT-MARTIN
44880001	1.288	1.439		1.475		        Système U	        Super U SAUTRON	20 Rue de Nantes 44880 SAUTRON
45000001								
45000002	1.386		1.493	1.583		        Total	        RELAIS ORLEANS Q.BARENTIN	44 Quai Barentin 45000 ORLÉANS
45000005								
45100001	1.302	1.457	1.461	1.493		        Simply Market	        SIMPLY MARKET	Route d&#039;Olivet 45100 ORLÉANS
45100002	1.292		1.414	1.477	0.769	        Total Access	        RELAIS ORLEANS LA SOURCE	Avenue du Président John F. Kennedy 45100 ORLÉANS
45100004	1.302	1.457		1.493		        Carrefour Market	        Carrefour Market St Mesmin	43/45 Avenue de Saint-Mesmin 45100 ORLÉANS
45100006	1.293		1.423	1.503		        Esso Express	        ESSO EXPRESS ORLEANS LA BOLIERE	32 Avenue de la Bolière 45100 ORLÉANS
45110001								
45110004								
45120001	1.285	1.472		1.512		        Carrefour Market	        Carrefour Market	17 Avenue du Général Leclerc 45120 CHÂLETTE-SUR-LOING
45120002	1.298	1.489		1.522		        Système U	        Super U CHALETTE SUR LOING	RUE DU 23 AOUT 1944 45120 CHÂLETTE-SUR-LOING
45120003	1.400	1.560	1.530	1.590		        Avia	        S.A.R.L WALCO 75	2 Avenue du Général Leclerc 45120 CHÂLETTE-SUR-LOING
45120004								
45130003								
45130004	1.444		1.564	1.624	0.930	        Esso	        ESSO MEUNG SUR LOIRE	AUTOROUTE A 10 45190 MESSAS
45130005	1.279		1.389	1.485	0.819	        Système U	        Super U BAULE	ROUTE NATIONALE 152 45130 BAULE
45130006								
45140001	1.290	1.445				        Auchan	        AUCHAN SAINT-JEAN DE LA RUELLE	Avenue Pierre Mendes France 45140 SAINT-JEAN-DE-LA-RUELLE
45140005	1.299	1.449		1.489		        Carrefour Market	        Carrefour Market	RUE DU VAL D&#039;ORLEANS 45140 INGRÉ
45140006	1.379		1.419	1.509		        Total	        Relais Total Saint Jean II	20 Rue Charles Beauhaire 45140 SAINT JEAN DE LA RUELLE
45150001	1.302	1.457		1.493		        Simply Market	        SIMPLY MARKET	5, Avenue du Général de Gaulle 45150 JARGEAU
45150003								
45160001	1.290	1.445		1.481	0.782	        Auchan	        AUCHAN OLIVET	600 AVENUE DE VERDUN 45160 OLIVET
45160003								
45160004	1.429		1.559	1.639	0.890	        Total	        SARL MUNOZ	3091 Rue Marcel Belot 45160 OLIVET
45170001	1.295		1.399	1.485		        Système U	        Super U NEUVILLE AUX BOIS	ROUTE DE CHILLEURS 45170 NEUVILLE-AUX-BOIS
45170002								
45170004								
45170005								
45190001	1.380		1.500	1.580		        Total	        SARL DRT	RN 152 ZI DE TAVERS 45190 TAVERS
45190002								
45190003	1.279		1.389	1.469		        Leclerc	        BALGENDIS	RN 152 Tavers 45190 BEAUGENCY
45190009								
45200001								
45200002								
45200003	1.396		1.497	1.577		        Total	        SARL DROUILLEAU	RUE DE LA MERE DIEU 45200 AMILLY
45200004								
45200006	1.309	1.459		1.490		        Intermarché	        INTERMARCHE AMILLY	RUE DES BRUYERES 45200 AMILLY
45210001	1.309	1.460		1.503		        Carrefour Market	        Carrefour Market	ROUTE DU BIGNON 45210 FERRIÈRES-EN-GÂTINAIS
45210002	1.400		1.510	1.590		        Total	        SARL PETRODOLLAR	LES STATIONS RN 7 45210 FONTENAY-SUR-LOING
45210004	1.389		1.472	1.552		        Total	        SARL CARLIER	RN 60 45210 LA SELLE-EN-HERMOY
45230001								
45240001								
45240002								
45250001	1.319	1.489		1.519		        Carrefour Market	        Carrefour Market	Route d&#039;Ousson 45250 BRIARE
45250002								
45260001	1.285	1.472	1.434	1.512		        Intermarché	        INTERMARCHE LORRIS	ROUTE D&#039;ORLEANS 45260 LORRIS
45270001								
45270002	1.440	1.640		1.690		        Avia	        GARAGE  MASSING	200 ROUTE DE BELLEGARDE 45270 LADON
45290001								
45290002	1.459		1.574		0.940	        BP	        BP A77 AIRE DU JARDIN DES ARBRES	AIRE DU JARDIN DES ARBRES 45290 VARENNES-CHANGY
45300001	1.302	1.463		1.519		        Carrefour Market	        Carrefour Market	Carrefour de la GROUE 45300 DADONVILLE
45300003								
45300005	1.399		1.482	1.562		        Total	        STATION TOTAL	Avenue du 11 Novembre 1918 45300 PITHIVIERS
45300006	1.303		1.430	1.509		        Intermarché	        INTERMARCHE	ZAC DE MORAILLES 45300 PITHIVIERS-LE-VIEIL
45310001								
45320001								
45320003	1.420	1.570		1.600		        Esso	        SARL GORAL	4 route de Sens 45320 COURTENAY
45320004								
45330001	1.376		1.492	1.572		        Total	        SARL GARAGE THOMAS	17 Rue Adolphe Cochery 45330 MALESHERBES
45330002	1.289	1.459		1.489		        Carrefour Market	        Carrefour Market	35 rue du general patton 45330 MALESHERBES
45330003	1.300		1.430	1.509		        Intermarché	        INTERMARCHE MALESHERBES	21 rue de Vauluizard 45330 MALESHERBES
45330004	1.313		1.439	1.519		        Leclerc	        E.LECLERC EXPRESS MALESHERBES	Rue de Vauluizard 45330 MALESHERBES
45340001	1.299		1.419	1.499		        Système U	        Super U BEAUNE LA ROLANDE	Route de Boiscommun 45340 BEAUNE-LA-ROLANDE
45340002	1.440		1.600	1.650		        Total	        SARL GGE LEPROUST	51, RTE DE CHAMBON 45340 NIBELLE
45340004								
45370001	1.310	1.462		1.499		        Intermarché Contact	        INTERMARCHE	Route de Blois 45370 CLÉRY-SAINT-ANDRÉ
45380001	1.309	1.469		1.499		        Intermarché	        INTERMARCHE CHAPELLE ST MESMIN	19 Route de Blois 45380 LA CHAPELLE-SAINT-MESMIN
45390001								
45400001	1.319	1.479		1.499		        Carrefour Market	        Carrefour Market	CENTRE COMMERCIAL DE LAMBALLE 45400 FLEURY-LES-AUBRAIS
45400002	1.400	1.560	1.540	1.600		        Avia	        Station Avia	198 Rue Marcellin Berthelot 45400 FLEURY-LES-AUBRAIS
45400003	1.406		1.474	1.554	0.880	        Total	        RELAIS DES AUBRAIS	119 Rue André Dessaux 45400 FLEURY-LES-AUBRAIS
45400004	1.273		1.377	1.453	0.799	        Leclerc	        E.Leclerc Fleury les Aubrais	Rue de Montaran 45400 FLEURY-LES-AUBRAIS
45400005	1.319	1.489		1.559		        Intermarché	        INTERMARCHE FLEURY LES AUBRAIS	19 Rue Louis Labonne 45400 FLEURY-LES-AUBRAIS
45410001	1.299	1.580	1.419	1.489		        Intermarché	        INTERMARCHE ARTENAY	Rue de Chartres 45410 ARTENAY
45420001	1.311	1.468		1.513		        Atac	        ATAC BONNY SUR LOIRE	56 FAUBOURG DE LA VILLENEUVE 45420 BONNY-SUR-LOIRE
45420002	1.275		1.379	1.459		        Système U	        Super U BONNY SUR LOIRE	ZI LA CHAMPAGNE 45420 BONNY-SUR-LOIRE
45430001								
45430002	1.305		1.424	1.515		        Total Access	        RELAIS DE MARDIE	RN E 60 45430 MARDIÉ
45430003	1.344	1.499	1.469	1.539	0.799	        Agip	        AGIP CHECY AV D&#039;ORLEANS	131 Avenue d&#039;Orléans 45430 CHÉCY
45430004	1.273		1.377	1.453	0.799	        Leclerc	        LECLERC CHECY	ZAC DE LA GUIGNARDIERE 45430 CHÉCY
45430005	1.319	1.472		1.539		        Intermarché Contact	        INTERMARCHE CORBEILLES EN GATINA	route départementale 94 45490 CORBEILLES
45450002	1.321	1.477		1.504		        Carrefour Contact	        CARREFOUR CONTACT	69 rue de l&#039;enfer 45450 FAY AUX LOGES
45460002								
45470001	1.295		1.399	1.485		        Système U	        Super U LOURY	AVENUE DU LION D&#039;OR 45470 LOURY
45500001	1.279		1.429	1.499	0.799	        Auchan	        AUCHAN GIEN	Rue de la Fabrique 45500 GIEN
45500002	1.279	1.459		1.499		        Carrefour Market	        Carrefour Market	CHEMIN DES ALLIX 45500 GIEN
45500003	1.389		1.474	1.554		        Total	        RELAIS GIEN WILSON	94 Avenue du Président Wilson 45500 GIEN
45500006								
45500007								
45510002								
45520001								
45520002								
45550002								
45560001	1.339	1.479		1.499		        Carrefour Market	        Carrefour Market	RUE DU CHALET 45560 SAINT-DENIS-EN-VAL
45570001	1.319	1.472		1.499		        Intermarché Contact	        INTERMARCHE CONTACT	514 ROUTE D&#039;ORLEANS 45570 OUZOUER-SUR-LOIRE
45600002	1.276		1.429	1.525	0.799	        Système U	        Super U ST PERE SUR LOIRE	RUE DE SAVOIE 45600 SAINT-PÈRE-SUR-LOIRE
45640001	1.309		1.419	1.489		        Système U	        Super U SANDILLON	Route de Jargeau 45640 SANDILLON
45650001	1.314	1.462		1.494		        Intermarché	        INTERMARCHE ST JEAN LE BLANC	Route de Saint-Cyr-en-Val 45650 SAINT-JEAN-LE-BLANC
45680003	1.299	1.456		1.502		        Intermarché	        INTERMARCHE DORDIVES	RUE DE CHATEAU LANDON 45680 DORDIVES
45680004								
45700002	1.299	1.482		1.522		        Intermarché	        INTERMARCHE VILLEMANDEUR	ZAC de la Baraudière 45700 VILLEMANDEUR
45700003	1.339	1.498		1.546		        Netto	        NETTO	32 BIS AVENUE DE LA LIBERATION 45700 VILLEMANDEUR
45750001	1.386		1.524	1.604		        Total	        GARAGE LA NIVELLE	315 Route de Saint-Mesmin 45750 SAINT-PRYVÉ-SAINT-MESMIN
45770001								
45770002	1.310	1.464		1.499		        Intermarché	        INTERMARCHE SARAN	Rue Louis Aragon 45770 SARAN
45800001	1.302	1.457	1.450	1.511		        Simply Market	        SIMPLY MARKET	Avenue Charles Péguy 45800 SAINT-JEAN-DE-BRAYE
45800003								
45800005								
45800007	1.319		1.449	1.529		        Esso Express	        ESSO EXPRESS SAINT JEAN DE BRAYE CHARBONNIERE	58 Avenue de Verdun 45800 SAINT-JEAN-DE-BRAYE
46000001								
46000003	1.383		1.539		0.880	        Total	        RELAIS DU QUERCY	RTE DE TOULOUSE 46000 CAHORS
46000004								
